1739811899.449825 server started (13567): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1739811899.449897 on Darwin 24.2.0 Darwin Kernel Version 24.2.0: Fri Dec  6 18:51:28 PST 2024; root:xnu-11215.61.5~2/RELEASE_ARM64_T8112
1739811899.449906 using libevent 2.1.12-stable select
1739811899.449917 using utf8proc 2.10.0
1739811899.449924 using ncurses 6.5 20240427
1739811899.453001 yylex_token: --
1739811899.453004 yylex_token: end at WS
1739811899.453008 yylex_token: %%
1739811899.453013 cmd_parse_build_commands 0:0: bind
1739811899.453017 cmd_parse_build_commands 0:1: -N
1739811899.453021 cmd_parse_build_commands 0:2: Rename current session
1739811899.453026 cmd_parse_build_commands 0:3: $
1739811899.453030 cmd_parse_build_commands 0:4 0:0: command-prompt
1739811899.453034 cmd_parse_build_commands 0:4 0:1: -I#S
1739811899.453040 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1739811899.453046 cmd_parse_build_commands 0:4 0:2 0:1: --
1739811899.453050 cmd_parse_build_commands 0:4 0:2 0:2: %%
1739811899.453057 cmd_parse_build_commands 0:0: command-prompt
1739811899.453062 cmd_parse_build_commands 0:1: -I#S
1739811899.453066 cmd_parse_build_commands 0:2 0:0: rename-session
1739811899.453071 cmd_parse_build_commands 0:2 0:1: --
1739811899.453076 cmd_parse_build_commands 0:2 0:2: %%
1739811899.453082 cmd_parse_build_commands 0:0: rename-session
1739811899.453087 cmd_parse_build_commands 0:1: --
1739811899.453092 cmd_parse_build_commands 0:2: %%
1739811899.453098 args_parse_flags: next --
1739811899.453103 args_parse: flags end at 2 of 3
1739811899.453108 args_parse: 2 = %% (type STRING)
1739811899.453116 cmd_parse_build_commands: rename-session "%%"
1739811899.453121 args_parse_flags: next -I#S
1739811899.453126 args_parse_flag_argument: -I = #S
1739811899.453131 args_parse: flags end at 2 of 3
1739811899.453143 args_parse: 2 = rename-session "%%" (type COMMANDS)
1739811899.453153 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1739811899.453159 args_parse_flags: next -N
1739811899.453164 args_parse_flag_argument: -N = Rename current session
1739811899.453169 args_parse_flags: next $
1739811899.453174 args_parse: flags end at 3 of 5
1739811899.453178 args_parse: 3 = $ (type STRING)
1739811899.453189 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1739811899.453203 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1739811899.453211 cmdq_get_command: [bind-key/0x144009da0] group 58
1739811899.453217 cmdq_append <global>: [bind-key/0x144009da0]
1739811899.453222 yylex_token: end at WS
1739811899.453227 yylex_token: bind
1739811899.453232 yylex_token: end at WS
1739811899.453247 yylex_token: -N
1739811899.453252 yylex_token: end at WS
1739811899.453257 yylex_token: Split window horizontally
1739811899.453263 yylex_get_word: %
1739811899.453268 yylex_token: end at WS
1739811899.453273 yylex_token: split-window
1739811899.453278 yylex_token: end at WS
1739811899.453283 yylex_token: -h
1739811899.453288 cmd_parse_build_commands 0:0: bind
1739811899.453293 cmd_parse_build_commands 0:1: -N
1739811899.453298 cmd_parse_build_commands 0:2: Split window horizontally
1739811899.453303 cmd_parse_build_commands 0:3: %
1739811899.453308 cmd_parse_build_commands 0:4 0:0: split-window
1739811899.453313 cmd_parse_build_commands 0:4 0:1: -h
1739811899.453319 cmd_parse_build_commands 0:0: split-window
1739811899.453324 cmd_parse_build_commands 0:1: -h
1739811899.453332 args_parse_flags: next -h
1739811899.453338 args_parse_flags: -h
1739811899.453342 args_parse: flags end at 2 of 2
1739811899.453349 cmd_parse_build_commands: split-window -h
1739811899.453354 args_parse_flags: next -N
1739811899.453359 args_parse_flag_argument: -N = Split window horizontally
1739811899.453364 args_parse_flags: next %
1739811899.453368 args_parse: flags end at 3 of 5
1739811899.453374 args_parse: 3 = % (type STRING)
1739811899.453380 args_parse: 4 = split-window -h (type COMMANDS)
1739811899.453392 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1739811899.453399 cmdq_get_command: [bind-key/0x14400a2b0] group 70
1739811899.453404 cmdq_append <global>: [bind-key/0x14400a2b0]
1739811899.453410 yylex_token: end at WS
1739811899.453415 yylex_token: bind
1739811899.453421 yylex_token: end at WS
1739811899.453427 yylex_token: -N
1739811899.453432 yylex_token: end at WS
1739811899.453438 yylex_token: Kill current window
1739811899.453443 yylex_token: end at WS
1739811899.453449 yylex_token: &
1739811899.453454 yylex_token: end at WS
1739811899.453459 yylex_token: confirm-before
1739811899.453465 yylex_token: end at WS
1739811899.453471 yylex_token: -pkill-window #W? (y/n)
1739811899.453476 yylex_token: end at WS
1739811899.453481 yylex_token: kill-window
1739811899.453487 cmd_parse_build_commands 0:0: bind
1739811899.453492 cmd_parse_build_commands 0:1: -N
1739811899.453497 cmd_parse_build_commands 0:2: Kill current window
1739811899.453501 cmd_parse_build_commands 0:3: &
1739811899.453507 cmd_parse_build_commands 0:4 0:0: confirm-before
1739811899.453512 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1739811899.453517 cmd_parse_build_commands 0:4 0:2: kill-window
1739811899.453523 cmd_parse_build_commands 0:0: confirm-before
1739811899.453529 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1739811899.453534 cmd_parse_build_commands 0:2: kill-window
1739811899.453540 args_parse_flags: next -pkill-window #W? (y/n)
1739811899.453546 args_parse_flag_argument: -p = kill-window #W? (y/n)
1739811899.453551 args_parse_flags: next kill-window
1739811899.453556 args_parse: flags end at 2 of 3
1739811899.453562 args_parse: 2 = kill-window (type STRING)
1739811899.453573 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1739811899.453578 args_parse_flags: next -N
1739811899.453584 args_parse_flag_argument: -N = Kill current window
1739811899.453588 args_parse_flags: next &
1739811899.453593 args_parse: flags end at 3 of 5
1739811899.453598 args_parse: 3 = & (type STRING)
1739811899.453607 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1739811899.453622 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1739811899.453633 cmdq_get_command: [bind-key/0x14400a970] group 78
1739811899.453639 cmdq_append <global>: [bind-key/0x14400a970]
1739811899.453646 yylex_token: end at WS
1739811899.453653 yylex_token: bind
1739811899.453659 yylex_token: end at WS
1739811899.453665 yylex_token: -N
1739811899.453673 yylex_token: end at WS
1739811899.453678 yylex_token: Prompt for window index to select
1739811899.453684 yylex_token: end at WS
1739811899.453698 yylex_token: '
1739811899.453704 yylex_token: end at WS
1739811899.453709 yylex_token: command-prompt
1739811899.453714 yylex_token: end at WS
1739811899.453718 yylex_token: -T
1739811899.453724 yylex_token: end at WS
1739811899.453729 yylex_token: window-target
1739811899.453734 yylex_token: end at WS
1739811899.453738 yylex_token: -pindex
1739811899.453744 yylex_token: end at WS
1739811899.453749 yylex_token: select-window
1739811899.453753 yylex_token: end at WS
1739811899.453758 yylex_token: -t
1739811899.453764 yylex_token: end at WS
1739811899.453769 yylex_token: :%%
1739811899.453776 cmd_parse_build_commands 0:0: bind
1739811899.453781 cmd_parse_build_commands 0:1: -N
1739811899.453786 cmd_parse_build_commands 0:2: Prompt for window index to select
1739811899.453792 cmd_parse_build_commands 0:3: '
1739811899.453797 cmd_parse_build_commands 0:4 0:0: command-prompt
1739811899.453802 cmd_parse_build_commands 0:4 0:1: -T
1739811899.453807 cmd_parse_build_commands 0:4 0:2: window-target
1739811899.453812 cmd_parse_build_commands 0:4 0:3: -pindex
1739811899.453818 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1739811899.453823 cmd_parse_build_commands 0:4 0:4 0:1: -t
1739811899.453828 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1739811899.453834 cmd_parse_build_commands 0:0: command-prompt
1739811899.453839 cmd_parse_build_commands 0:1: -T
1739811899.453845 cmd_parse_build_commands 0:2: window-target
1739811899.453851 cmd_parse_build_commands 0:3: -pindex
1739811899.453856 cmd_parse_build_commands 0:4 0:0: select-window
1739811899.453862 cmd_parse_build_commands 0:4 0:1: -t
1739811899.453867 cmd_parse_build_commands 0:4 0:2: :%%
1739811899.453873 cmd_parse_build_commands 0:0: select-window
1739811899.453879 cmd_parse_build_commands 0:1: -t
1739811899.453884 cmd_parse_build_commands 0:2: :%%
1739811899.453890 args_parse_flags: next -t
1739811899.453895 args_parse_flag_argument: -t = :%%
1739811899.453898 args_parse: flags end at 3 of 3
1739811899.453906 cmd_parse_build_commands: select-window -t ":%%"
1739811899.453911 args_parse_flags: next -T
1739811899.453916 args_parse_flag_argument: -T = window-target
1739811899.453921 args_parse_flags: next -pindex
1739811899.453926 args_parse_flag_argument: -p = index
1739811899.453931 args_parse: flags end at 4 of 5
1739811899.453938 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1739811899.453951 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1739811899.453956 args_parse_flags: next -N
1739811899.453960 args_parse_flag_argument: -N = Prompt for window index to select
1739811899.453965 args_parse_flags: next '
1739811899.453970 args_parse: flags end at 3 of 5
1739811899.453975 args_parse: 3 = ' (type STRING)
1739811899.453986 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1739811899.454005 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1739811899.454013 cmdq_get_command: [bind-key/0x14400aa60] group 86
1739811899.454019 cmdq_append <global>: [bind-key/0x14400aa60]
1739811899.454024 yylex_token: end at WS
1739811899.454028 yylex_token: bind
1739811899.454033 yylex_token: end at WS
1739811899.454038 yylex_token: -N
1739811899.454046 yylex_token: end at WS
1739811899.454051 yylex_token: Switch to previous client
1739811899.454056 yylex_token: end at WS
1739811899.454060 yylex_token: (
1739811899.454067 yylex_token: end at WS
1739811899.454071 yylex_token: switch-client
1739811899.454076 yylex_token: end at WS
1739811899.454082 yylex_token: -p
1739811899.454089 cmd_parse_build_commands 0:0: bind
1739811899.454093 cmd_parse_build_commands 0:1: -N
1739811899.454099 cmd_parse_build_commands 0:2: Switch to previous client
1739811899.454104 cmd_parse_build_commands 0:3: (
1739811899.454108 cmd_parse_build_commands 0:4 0:0: switch-client
1739811899.454113 cmd_parse_build_commands 0:4 0:1: -p
1739811899.454119 cmd_parse_build_commands 0:0: switch-client
1739811899.454133 cmd_parse_build_commands 0:1: -p
1739811899.454140 args_parse_flags: next -p
1739811899.454145 args_parse_flags: -p
1739811899.454150 args_parse: flags end at 2 of 2
1739811899.454157 cmd_parse_build_commands: switch-client -p
1739811899.454162 args_parse_flags: next -N
1739811899.454167 args_parse_flag_argument: -N = Switch to previous client
1739811899.454173 args_parse_flags: next (
1739811899.454178 args_parse: flags end at 3 of 5
1739811899.454182 args_parse: 3 = ( (type STRING)
1739811899.454189 args_parse: 4 = switch-client -p (type COMMANDS)
1739811899.454201 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1739811899.454207 cmdq_get_command: [bind-key/0x14400b2b0] group 98
1739811899.454213 cmdq_append <global>: [bind-key/0x14400b2b0]
1739811899.454219 yylex_token: end at WS
1739811899.454224 yylex_token: bind
1739811899.454230 yylex_token: end at WS
1739811899.454235 yylex_token: -N
1739811899.454241 yylex_token: end at WS
1739811899.454246 yylex_token: Switch to next client
1739811899.454250 yylex_token: end at WS
1739811899.454256 yylex_token: )
1739811899.454262 yylex_token: end at WS
1739811899.454267 yylex_token: switch-client
1739811899.454272 yylex_token: end at WS
1739811899.454276 yylex_token: -n
1739811899.454282 cmd_parse_build_commands 0:0: bind
1739811899.454287 cmd_parse_build_commands 0:1: -N
1739811899.454292 cmd_parse_build_commands 0:2: Switch to next client
1739811899.454297 cmd_parse_build_commands 0:3: )
1739811899.454301 cmd_parse_build_commands 0:4 0:0: switch-client
1739811899.454304 cmd_parse_build_commands 0:4 0:1: -n
1739811899.454310 cmd_parse_build_commands 0:0: switch-client
1739811899.454316 cmd_parse_build_commands 0:1: -n
1739811899.454323 args_parse_flags: next -n
1739811899.454328 args_parse_flags: -n
1739811899.454333 args_parse: flags end at 2 of 2
1739811899.454339 cmd_parse_build_commands: switch-client -n
1739811899.454344 args_parse_flags: next -N
1739811899.454349 args_parse_flag_argument: -N = Switch to next client
1739811899.454354 args_parse_flags: next )
1739811899.454359 args_parse: flags end at 3 of 5
1739811899.454364 args_parse: 3 = ) (type STRING)
1739811899.454369 args_parse: 4 = switch-client -n (type COMMANDS)
1739811899.454380 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1739811899.454386 cmdq_get_command: [bind-key/0x14400b7a0] group 106
1739811899.454392 cmdq_append <global>: [bind-key/0x14400b7a0]
1739811899.454398 yylex_token: end at WS
1739811899.454403 yylex_token: bind
1739811899.454408 yylex_token: end at WS
1739811899.454414 yylex_token: -N
1739811899.454420 yylex_token: end at WS
1739811899.454425 yylex_token: Rename current window
1739811899.454430 yylex_token: end at WS
1739811899.454435 yylex_token: ,
1739811899.454441 yylex_token: end at WS
1739811899.454446 yylex_token: command-prompt
1739811899.454453 yylex_token: end at WS
1739811899.454459 yylex_token: -I#W
1739811899.454464 yylex_token: end at WS
1739811899.454469 yylex_token: rename-window
1739811899.454474 yylex_token: end at WS
1739811899.454478 yylex_token: --
1739811899.454483 yylex_token: end at WS
1739811899.454487 yylex_token: %%
1739811899.454494 cmd_parse_build_commands 0:0: bind
1739811899.454499 cmd_parse_build_commands 0:1: -N
1739811899.454504 cmd_parse_build_commands 0:2: Rename current window
1739811899.454509 cmd_parse_build_commands 0:3: ,
1739811899.454514 cmd_parse_build_commands 0:4 0:0: command-prompt
1739811899.454519 cmd_parse_build_commands 0:4 0:1: -I#W
1739811899.454524 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1739811899.454529 cmd_parse_build_commands 0:4 0:2 0:1: --
1739811899.454534 cmd_parse_build_commands 0:4 0:2 0:2: %%
1739811899.454541 cmd_parse_build_commands 0:0: command-prompt
1739811899.454546 cmd_parse_build_commands 0:1: -I#W
1739811899.454551 cmd_parse_build_commands 0:2 0:0: rename-window
1739811899.454556 cmd_parse_build_commands 0:2 0:1: --
1739811899.454560 cmd_parse_build_commands 0:2 0:2: %%
1739811899.454566 cmd_parse_build_commands 0:0: rename-window
1739811899.454578 cmd_parse_build_commands 0:1: --
1739811899.454583 cmd_parse_build_commands 0:2: %%
1739811899.454588 args_parse_flags: next --
1739811899.454592 args_parse: flags end at 2 of 3
1739811899.454596 args_parse: 2 = %% (type STRING)
1739811899.454602 cmd_parse_build_commands: rename-window "%%"
1739811899.454606 args_parse_flags: next -I#W
1739811899.454610 args_parse_flag_argument: -I = #W
1739811899.454613 args_parse: flags end at 2 of 3
1739811899.454619 args_parse: 2 = rename-window "%%" (type COMMANDS)
1739811899.454627 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1739811899.454631 args_parse_flags: next -N
1739811899.454635 args_parse_flag_argument: -N = Rename current window
1739811899.454639 args_parse_flags: next ,
1739811899.454642 args_parse: flags end at 3 of 5
1739811899.454646 args_parse: 3 = , (type STRING)
1739811899.454656 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1739811899.454669 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1739811899.454675 cmdq_get_command: [bind-key/0x14400bcb0] group 114
1739811899.454681 cmdq_append <global>: [bind-key/0x14400bcb0]
1739811899.454686 yylex_token: end at WS
1739811899.454690 yylex_token: bind
1739811899.454694 yylex_token: end at WS
1739811899.454697 yylex_token: -N
1739811899.454703 yylex_token: end at WS
1739811899.454707 yylex_token: Delete the most recent paste buffer
1739811899.454712 yylex_token: end at WS
1739811899.454715 yylex_token: -
1739811899.454720 yylex_token: end at WS
1739811899.454723 yylex_token: delete-buffer
1739811899.454727 cmd_parse_build_commands 0:0: bind
1739811899.454731 cmd_parse_build_commands 0:1: -N
1739811899.454735 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1739811899.454739 cmd_parse_build_commands 0:3: -
1739811899.454743 cmd_parse_build_commands 0:4 0:0: delete-buffer
1739811899.454748 cmd_parse_build_commands 0:0: delete-buffer
1739811899.454753 args_parse: flags end at 1 of 1
1739811899.454757 cmd_parse_build_commands: delete-buffer
1739811899.454761 args_parse_flags: next -N
1739811899.454765 args_parse_flag_argument: -N = Delete the most recent paste buffer
1739811899.454769 args_parse_flags: next -
1739811899.454772 args_parse: flags end at 3 of 5
1739811899.454776 args_parse: 3 = - (type STRING)
1739811899.454781 args_parse: 4 = delete-buffer (type COMMANDS)
1739811899.454791 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1739811899.454796 cmdq_get_command: [bind-key/0x14400c120] group 126
1739811899.454800 cmdq_append <global>: [bind-key/0x14400c120]
1739811899.454804 yylex_token: end at WS
1739811899.454808 yylex_token: bind
1739811899.454811 yylex_token: end at WS
1739811899.454815 yylex_token: -N
1739811899.454820 yylex_token: end at WS
1739811899.454823 yylex_token: Move the current window
1739811899.454827 yylex_token: end at WS
1739811899.454830 yylex_token: .
1739811899.454835 yylex_token: end at WS
1739811899.454838 yylex_token: command-prompt
1739811899.454842 yylex_token: end at WS
1739811899.454845 yylex_token: -T
1739811899.454849 yylex_token: end at WS
1739811899.454852 yylex_token: target
1739811899.454856 yylex_token: end at WS
1739811899.454860 yylex_token: move-window
1739811899.454863 yylex_token: end at WS
1739811899.454867 yylex_token: -t
1739811899.454871 yylex_token: end at WS
1739811899.454874 yylex_token: %%
1739811899.454879 cmd_parse_build_commands 0:0: bind
1739811899.454883 cmd_parse_build_commands 0:1: -N
1739811899.454886 cmd_parse_build_commands 0:2: Move the current window
1739811899.454890 cmd_parse_build_commands 0:3: .
1739811899.454894 cmd_parse_build_commands 0:4 0:0: command-prompt
1739811899.454898 cmd_parse_build_commands 0:4 0:1: -T
1739811899.454902 cmd_parse_build_commands 0:4 0:2: target
1739811899.454906 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1739811899.454909 cmd_parse_build_commands 0:4 0:3 0:1: -t
1739811899.454913 cmd_parse_build_commands 0:4 0:3 0:2: %%
1739811899.454924 cmd_parse_build_commands 0:0: command-prompt
1739811899.454928 cmd_parse_build_commands 0:1: -T
1739811899.454931 cmd_parse_build_commands 0:2: target
1739811899.454935 cmd_parse_build_commands 0:3 0:0: move-window
1739811899.454939 cmd_parse_build_commands 0:3 0:1: -t
